"Age","Mean","CI","Infe","Supe"
4960,2.75156412394095,0.9,1.7541389297509,3.69314045953637
4970,2.75202539025576,0.9,1.77922747040977,3.63935426343954
4980,2.75278930960907,0.9,1.83777775587223,3.68491990021108
4990,2.75389478134686,0.9,1.77707747814533,3.68641908697754
5000,2.75528379925572,0.9,1.82598972114464,3.71549718547686
5010,2.75695810529383,0.9,1.78867994212667,3.72739665933032
5020,2.75893384345155,0.9,1.7839651881302,3.78568735760804
5030,2.76125283452977,0.9,1.78860628169691,3.76072409798348
5040,2.76386190992475,0.9,1.81217463683703,3.73914853708202
5050,2.76674609836242,0.9,1.85797666124853,3.69466386939837
5060,2.76994169081325,0.9,1.81798991756491,3.75000668560653
5070,2.77347360894876,0.9,1.82074006039757,3.80190359464796
5080,2.77729677763877,0.9,1.81102663376595,3.77823744439809
5090,2.78139887489412,0.9,1.77841316841424,3.77009545464688
5100,2.78579102766234,0.9,1.78207153192479,3.80225478721227
5110,2.79053315697499,0.9,1.79109478049133,3.80621152685805
5120,2.79555659491401,0.9,1.76813907269559,3.77772825855056
5130,2.80086474058828,0.9,1.79606015624142,3.83948089940299
5140,2.80644699107937,0.9,1.78686783056324,3.77264518956993
5150,2.81236762613786,0.9,1.80519924093793,3.81819612552593
5160,2.81857662183996,0.9,1.78450784051325,3.81632608430539
5170,2.82506471511948,0.9,1.83269776391122,3.84002046595324
5180,2.83181663862023,0.9,1.78098917882707,3.82507801287966
5190,2.83889077952719,0.9,1.84293350992803,3.87562549018335
5200,2.8462608850485,0.9,1.83302259574721,3.90792835254648
5210,2.85389932665528,0.9,1.78695824147035,3.90985765713583
5220,2.86178992547012,0.9,1.77326088120395,3.91647223506944
5230,2.86998603455385,0.9,1.76836756346374,3.9332914796881
5240,2.87848506897489,0.9,1.82945821000946,3.89778562441837
5250,2.88724088442231,0.9,1.86602872677661,3.88258945204343
5260,2.89623550258744,0.9,1.85657649136746,3.96881564708392
5270,2.9055230460238,0.9,1.87381025004783,3.93762873763621
5280,2.91511223286092,0.9,1.88563256649916,3.94499328690595
5290,2.92494821702773,0.9,1.8850301564977,3.97182977910315
5300,2.9350125688915,0.9,1.91942429468184,3.96143678179153
5310,2.94534954475484,0.9,1.88677455637273,4.04247472144786
5320,2.95599317581138,0.9,1.88578717845697,4.02124665338061
5330,2.96686497831305,0.9,1.88078011759111,4.00669205346659
5340,2.97796371401225,0.9,1.93138994904258,3.98335800937698
5350,2.98931229425249,0.9,1.99317281021035,4.00467259369881
5360,3.00095929979214,0.9,1.93939527639424,4.01915574770006
5370,3.01283733141877,0.9,1.99188655277314,4.06313634325213
5380,3.02492178102694,0.9,2.00845305304351,4.07856704182446
5390,3.03724423279904,0.9,1.98376138731364,4.06242215569689
5400,3.04985339776804,0.9,1.98436738491759,4.02862415355355
5410,3.06268579846996,0.9,2.02531974025055,4.1093040142374
5420,3.07572757592425,0.9,2.03426389638002,4.13687745256485
